age,bigram_frequency,concreteness,correct,diversity,word_freq,initial,letters,response_time,sex,subject_nr,item,trans_prob
21,,,1,,,group,4,719,0,2,aizo,0
21,0,2.74,1,0,15429,chevron,6,727,0,2,amount,0
21,,,1,,,art,5,727,0,2,ainde,0
21,,,1,,,socks,4,728,0,2,almn,0
21,,,1,,,coding,4,729,0,2,ance,0
21,15,2.31,1,6,5780,virtual,7,746,0,2,absence,0.013559322
21,,,1,,,answer,4,747,0,2,aggs,0
21,,,1,,,form,6,751,0,2,arnths,0
21,,,1,,,subject,4,765,0,2,arls,0
21,,,1,,,sound,6,790,0,2,awphth,0
21,,,1,,,saved,6,798,0,2,ashrim,0
21,,,1,,,lion,5,826,0,2,alogg,0
21,,,1,,,girl,5,856,0,2,anzed,0
21,,,1,,,lead,5,856,0,2,aized,0
21,10,3.97,1,259,966,back,6,632,1,20,aboard,0.000489
21,12,2.12,1,220,117138,black,5,717,1,20,after,0.003132404
21,25,2.86,1,155,22099,common,6,509,1,20,action,0.000712368
21,14,2.71,1,787,10940,any,6,508,1,20,access,0.0000886
21,14,2.27,1,295,262447,big,3,635,1,20,all,0.00121179
21,10,2,1,119,56231,green,5,677,1,20,again,0.00177632
21,10,4.4,1,252,5078,large,5,586,1,20,adult,0.000444168
21,11,2.74,1,109,15429,extra,6,501,1,20,amount,0.00199078
21,11,4.11,1,122,19076,former,3,550,1,20,air,0.001237259
21,24,2.46,1,342,27467,every,3,483,1,20,act,0.000772355
21,281,1.52,1,143,2682878,few,3,672,1,20,and,0.001304734
21,100,3.14,1,125,4254,kept,5,616,1,20,alive,0.002446526
21,17,3,1,196,8238,four,3,509,1,20,add,0.000303523
21,20,3.33,1,199,25748,face,5,567,1,20,above,0.000343073
21,22,1.8,1,240,56208,white,7,710,1,20,against,0.000814531
21,10,3.07,1,144,25203,support,6,448,1,20,across,0.00187699
21,131,2.45,1,289,3304,whole,6,441,1,20,affair,0.000535834
21,21,3.32,1,201,7290,under,6,510,1,20,active,0.004194452
21,336,1.77,1,1743,197116,with,5,481,1,20,about,0.0000261
21,33,2.72,1,148,3941,working,6,483,1,20,abroad,0.0007179
21,13,2.71,1,597,3597,who,5,712,1,20,abuse,0.000174
21,153,2.31,1,1375,5780,their,7,660,1,20,absence,0.0000422
21,35,2.38,1,2048,30410,or,4,684,1,20,able,0.0000324
21,103,2.73,1,111,10437,offer,6,563,1,20,advice,0.001386001
21,35,3.08,1,750,15891,our,7,590,1,20,account,0.000336821
21,43,2.59,1,138,1600,red,5,698,1,20,alert,0.001453488
21,10,3.48,1,103,1637,natural,6,480,1,20,allies,0.015857492
21,59,2.86,1,102,21857,modern,3,685,1,20,age,0.000758725
21,11,2.73,1,16,10437,cab,6,484,1,20,advice,0.01616031
21,24,2.86,1,3,21857,bygone,3,476,1,20,age,0.155339806
21,40,3.32,1,12,7290,chronic,6,608,1,20,active,0.006462985
21,10,3.33,1,2,25748,airspace,5,536,1,20,above,0.117647059
21,16,4.11,1,2,19076,ambient,3,544,1,20,air,0.0778
21,24,2.27,1,3,262447,amidst,3,528,1,20,all,0.296370968
21,13,1.77,1,1,197116,brag,5,571,1,20,about,0.351351351
21,13,3.97,1,26,966,climb,6,551,1,20,aboard,0.004906334
21,10,2.74,1,8,15429,finite,6,499,1,20,amount,0.025316456
21,21,1.57,1,29,1159,lake,6,601,1,20,accord,0.010085729
21,10,2.59,1,19,1600,flood,5,569,1,20,alert,0.022222222
21,68,1.8,1,1,56208,grudge,7,716,1,20,against,0.352331606
21,10,3.08,1,9,15891,graphic,7,632,1,20,account,0.018656716
21,51,3.48,1,2,1637,wartime,6,603,1,20,allies,0.048710602
21,17,2,1,7,56231,surfaced,5,549,1,20,again,0.038674033
21,26,2.46,1,3,27467,wrongful,3,643,1,20,act,0.07804878
21,10,2.72,1,11,3941,shipped,6,577,1,20,abroad,0.022099448
21,19,2.71,1,6,10940,wheelchair,6,485,1,20,access,0.017160686
21,12,4.4,1,15,5078,mature,5,535,1,20,adult,0.006774362
21,37,3,1,19,8238,pan,3,440,1,20,add,0.085470085
21,13,1.45,1,21,2220,purely,8,687,1,20,abstract,0.004290172
21,35,2.86,1,4,22099,reflex,6,566,1,20,action,0.046321526
21,22,2.71,1,7,3597,racial,5,476,1,20,abuse,0.01875
21,10,2.12,1,1,117138,seeker,5,639,1,20,after,0.126582278
21,0,3.07,1,0,25203,assemblage,6,642,1,20,across,0
21,0,3.33,1,0,25748,dissemble,5,494,1,20,above,0
21,0,3.97,1,0,966,comely,6,415,1,20,aboard,0
21,0,1.77,1,0,197116,acronym,5,437,1,20,about,0
21,0,1.52,1,0,2682878,drubs,3,677,1,20,and,0
21,0,2.74,1,0,15429,chevron,6,645,1,20,amount,0
21,0,4.11,1,0,19076,exclaim,3,644,1,20,air,0
21,0,2.86,1,0,21857,jink,3,678,1,20,age,0
21,0,2,1,0,56231,hoary,5,504,1,20,again,0
21,0,2.12,1,0,117138,trellis,5,508,1,20,after,0
21,0,2.86,1,0,22099,xylophone,6,653,1,20,action,0
21,0,2.38,1,0,30410,yonder,4,505,1,20,able,0
21,0,3.32,1,0,7290,wicket,6,414,1,20,active,0
21,0,2.71,1,0,10940,taxes,6,586,1,20,access,0
21,0,2.27,1,0,262447,warren,3,533,1,20,all,0
21,0,2.71,1,0,3597,opulent,5,596,1,20,abuse,0
21,0,4.4,1,0,5078,saccade,5,451,1,20,adult,0
21,0,2.31,1,0,5780,ribbed,7,709,1,20,absence,0
21,0,1.57,1,0,1159,nemesis,6,641,1,20,accord,0
21,0,3.08,1,0,15891,oaf,7,617,1,20,account,0
21,,,1,,,answer,4,719,1,20,aggs,0
21,,,1,,,clearly,6,543,1,20,awcked,0
21,,,1,,,bag,5,819,1,20,ampts,0
21,,,1,,,coding,4,452,1,20,ance,0
21,,,1,,,city,5,825,1,20,awtch,0
21,,,1,,,course,7,811,1,20,aughthe,0
21,,,1,,,bed,8,777,1,20,aughntch,0
21,,,1,,,advance,6,527,1,20,ashluk,0
21,,,1,,,art,5,436,1,20,ainde,0
21,,,1,,,comes,4,599,1,20,alve,0
21,,,1,,,despite,4,844,1,20,ards,0
21,,,1,,,easy,3,461,1,20,ags,0
21,,,1,,,connection,5,754,1,20,aunde,0
21,,,1,,,lion,5,480,1,20,alogg,0
21,,,1,,,excel,5,783,1,20,aifed,0
21,,,1,,,hugs,4,506,1,20,aths,0
21,,,1,,,final,5,752,1,20,ainns,0
21,,,1,,,force,6,811,1,20,aished,0
21,,,1,,,front,5,706,1,20,apths,0
21,,,1,,,form,6,768,1,20,arnths,0
21,,,1,,,knight,5,646,1,20,alide,0
21,,,1,,,laminate,5,709,1,20,alemn,0
21,,,1,,,involved,5,560,1,20,arned,0
21,,,1,,,lead,5,571,1,20,aized,0
21,,,1,,,field,5,577,1,20,apsed,0
21,,,1,,,letter,5,606,1,20,ardge,0
21,,,1,,,fire,5,727,1,20,aifes,0
21,,,1,,,forward,6,662,1,20,arthed,0
21,,,1,,,group,4,475,1,20,aizo,0
21,,,1,,,sheet,5,470,1,20,armth,0
21,,,1,,,sound,6,618,1,20,awphth,0
21,,,1,,,table,6,693,1,20,amonte,0
21,,,1,,,time,6,563,1,20,aphlar,0
21,,,1,,,socks,4,477,1,20,almn,0
21,,,1,,,works,5,761,1,20,arnde,0
21,,,1,,,yearly,4,427,1,20,aoll,0
21,,,1,,,speech,4,458,1,20,atru,0
21,,,1,,,tank,6,642,1,20,aruild,0
21,,alemn,1,,,laminate,0,488,1,20,,0.010085729
21,,,1,,,steam,5,600,1,20,amibe,0
21,,,1,,,ways,6,853,1,20,almbed,0
21,,,1,,,subject,4,580,1,20,arls,0
21,,,1,,,march,6,860,1,20,ancsed,0
21,,,1,,,saved,6,676,1,20,ashrim,0
21,,,1,,,output,5,554,1,20,anths,0
21,,,1,,,poor,5,500,1,20,aphth,0
21,,,1,,,nudge,6,597,1,20,awshed,0
21,,,1,,,market,5,794,1,20,awhus,0
21,,,1,,,recent,5,726,1,20,aived,0
21,,,1,,,manage,4,602,1,20,acth,0.016881827
21,,,1,,,please,5,613,1,20,alned,0
21,,,1,,,mug,6,630,1,20,alched,0
21,,,1,,,picture,6,507,1,20,anuque,0
21,,,1,,,project,6,806,1,20,ainged,0
21,,,1,,,phone,6,573,1,20,athrex,0
21,,,1,,,raw,5,771,1,20,aiced,0
21,,,1,,,month,4,520,1,20,abbs,0.000588755
22,10,3.97,1,259,966,back,6,683,1,21,aboard,0.000489
22,12,2.12,1,220,117138,black,5,591,1,21,after,0.003132404
22,25,2.86,1,155,22099,common,6,612,1,21,action,0.000712368
22,14,2.71,1,787,10940,any,6,622,1,21,access,0.0000886
22,14,2.27,1,295,262447,big,3,609,1,21,all,0.00121179
22,10,2,1,119,56231,green,5,437,1,21,again,0.00177632
22,10,4.4,1,252,5078,large,5,490,1,21,adult,0.000444168
22,11,2.74,1,109,15429,extra,6,667,1,21,amount,0.00199078
22,11,4.11,1,122,19076,former,3,611,1,21,air,0.001237259
22,24,2.46,1,342,27467,every,3,709,1,21,act,0.000772355
22,281,1.52,1,143,2682878,few,3,586,1,21,and,0.001304734
22,100,3.14,1,125,4254,kept,5,427,1,21,alive,0.002446526
22,17,3,1,196,8238,four,3,616,1,21,add,0.000303523
22,20,3.33,1,199,25748,face,5,665,1,21,above,0.000343073
22,22,1.8,1,240,56208,white,7,453,1,21,against,0.000814531
22,10,3.07,1,144,25203,support,6,660,1,21,across,0.00187699
22,131,2.45,1,289,3304,whole,6,649,1,21,affair,0.000535834
22,21,3.32,1,201,7290,under,6,439,1,21,active,0.004194452
22,336,1.77,1,1743,197116,with,5,586,1,21,about,0.0000261
22,33,2.72,1,148,3941,working,6,640,1,21,abroad,0.0007179
22,153,2.31,1,1375,5780,their,7,564,1,21,absence,0.0000422
22,35,2.38,1,2048,30410,or,4,554,1,21,able,0.0000324
22,103,2.73,1,111,10437,offer,6,524,1,21,advice,0.001386001
22,35,3.08,1,750,15891,our,7,670,1,21,account,0.000336821
22,43,2.59,1,138,1600,red,5,702,1,21,alert,0.001453488
22,10,3.48,1,103,1637,natural,6,494,1,21,allies,0.015857492
22,59,2.86,1,102,21857,modern,3,604,1,21,age,0.000758725
22,11,2.73,1,16,10437,cab,6,569,1,21,advice,0.01616031
22,24,2.86,1,3,21857,bygone,3,477,1,21,age,0.155339806
22,40,3.32,1,12,7290,chronic,6,565,1,21,active,0.006462985
22,10,3.33,1,2,25748,airspace,5,627,1,21,above,0.117647059
22,16,4.11,1,2,19076,ambient,3,675,1,21,air,0.0778
22,24,2.27,1,3,262447,amidst,3,564,1,21,all,0.296370968
22,13,1.77,1,1,197116,brag,5,616,1,21,about,0.351351351
22,13,3.97,1,26,966,climb,6,702,1,21,aboard,0.004906334
22,10,2.74,1,8,15429,finite,6,539,1,21,amount,0.025316456
22,21,1.57,1,29,1159,lake,6,619,1,21,accord,0.010085729
22,10,2.59,1,19,1600,flood,5,725,1,21,alert,0.022222222
22,68,1.8,1,1,56208,grudge,7,690,1,21,against,0.352331606
22,10,3.08,1,9,15891,graphic,7,471,1,21,account,0.018656716
22,51,3.48,1,2,1637,wartime,6,565,1,21,allies,0.048710602
22,17,2,1,7,56231,surfaced,5,488,1,21,again,0.038674033
22,26,2.46,1,3,27467,wrongful,3,615,1,21,act,0.07804878
22,10,2.72,1,11,3941,shipped,6,683,1,21,abroad,0.022099448
22,19,2.71,1,6,10940,wheelchair,6,605,1,21,access,0.017160686
22,12,4.4,1,15,5078,mature,5,555,1,21,adult,0.006774362
22,28,2.38,1,19,30410,scarcely,4,734,1,21,able,0.007159905
22,37,3,1,19,8238,pan,3,549,1,21,add,0.085470085
22,13,1.45,1,21,2220,purely,8,664,1,21,abstract,0.004290172
22,35,2.86,1,4,22099,reflex,6,442,1,21,action,0.046321526
22,22,2.71,1,7,3597,racial,5,624,1,21,abuse,0.01875
22,10,2.12,1,1,117138,seeker,5,654,1,21,after,0.126582278
22,0,3.07,1,0,25203,assemblage,6,476,1,21,across,0
22,0,3.33,1,0,25748,dissemble,5,702,1,21,above,0
22,0,3.97,1,0,966,comely,6,545,1,21,aboard,0
22,0,1.77,1,0,197116,acronym,5,613,1,21,about,0
22,0,1.52,1,0,2682878,drubs,3,629,1,21,and,0
22,0,2.74,1,0,15429,chevron,6,656,1,21,amount,0
22,0,4.11,1,0,19076,exclaim,3,600,1,21,air,0
22,0,2.86,1,0,21857,jink,3,560,1,21,age,0
22,0,2,1,0,56231,hoary,5,636,1,21,again,0
22,0,2.12,1,0,117138,trellis,5,493,1,21,after,0
22,0,2.86,1,0,22099,xylophone,6,676,1,21,action,0
22,0,3.32,1,0,7290,wicket,6,444,1,21,active,0
22,0,2.71,1,0,10940,taxes,6,483,1,21,access,0
22,0,2.27,1,0,262447,warren,3,586,1,21,all,0
22,0,2.71,1,0,3597,opulent,5,684,1,21,abuse,0
22,0,4.4,1,0,5078,saccade,5,493,1,21,adult,0
22,0,2.31,1,0,5780,ribbed,7,421,1,21,absence,0
22,0,1.57,1,0,1159,nemesis,6,598,1,21,accord,0
22,0,3.08,1,0,15891,oaf,7,478,1,21,account,0
22,,,1,,,answer,4,471,1,21,aggs,0
22,,,1,,,clearly,6,544,1,21,awcked,0
22,,,1,,,bag,5,693,1,21,ampts,0
22,,,1,,,coding,4,616,1,21,ance,0
22,,,1,,,city,5,696,1,21,awtch,0
22,,,1,,,course,7,753,1,21,aughthe,0
22,,,1,,,bed,8,787,1,21,aughntch,0
22,,,1,,,advance,6,472,1,21,ashluk,0
22,,,1,,,art,5,508,1,21,ainde,0
22,,,1,,,comes,4,812,1,21,alve,0
22,,,1,,,despite,4,726,1,21,ards,0
22,,,1,,,easy,3,711,1,21,ags,0
22,,,1,,,connection,5,676,1,21,aunde,0
22,,,1,,,lion,5,514,1,21,alogg,0
22,,,1,,,excel,5,754,1,21,aifed,0
22,,,1,,,hugs,4,426,1,21,aths,0
22,,,1,,,final,5,441,1,21,ainns,0
22,,,1,,,force,6,799,1,21,aished,0
22,,,1,,,front,5,519,1,21,apths,0
22,,,1,,,form,6,530,1,21,arnths,0
22,,,1,,,knight,5,786,1,21,alide,0
22,,,1,,,laminate,5,454,1,21,alemn,0
22,,,1,,,involved,5,571,1,21,arned,0
22,,,1,,,lead,5,467,1,21,aized,0
22,,,1,,,field,5,484,1,21,apsed,0
22,,,1,,,letter,5,553,1,21,ardge,0
22,,,1,,,fire,5,561,1,21,aifes,0
22,,,1,,,forward,6,527,1,21,arthed,0
22,,,1,,,group,4,677,1,21,aizo,0
22,,,1,,,sheet,5,569,1,21,armth,0
22,,,1,,,sound,6,470,1,21,awphth,0
22,,,1,,,table,6,796,1,21,amonte,0
22,,,1,,,time,6,684,1,21,aphlar,0
22,,,1,,,socks,4,750,1,21,almn,0
22,,,1,,,works,5,534,1,21,arnde,0
22,,,1,,,yearly,4,815,1,21,aoll,0
22,,,1,,,speech,4,713,1,21,atru,0
22,,,1,,,tank,6,493,1,21,aruild,0
22,,alemn,1,,,laminate,0,498,1,21,,0.010085729
22,,,1,,,steam,5,750,1,21,amibe,0
22,,,1,,,ways,6,846,1,21,almbed,0
22,,,1,,,subject,4,687,1,21,arls,0
22,,,1,,,march,6,828,1,21,ancsed,0
22,,,1,,,saved,6,783,1,21,ashrim,0
22,,,1,,,output,5,495,1,21,anths,0
22,,,1,,,poor,5,485,1,21,aphth,0
22,,,1,,,nudge,6,812,1,21,awshed,0
22,,,1,,,market,5,784,1,21,awhus,0
22,,,1,,,recent,5,579,1,21,aived,0
22,,,1,,,manage,4,851,1,21,acth,0.016881827
22,,,1,,,please,5,727,1,21,alned,0
22,,,1,,,mug,6,437,1,21,alched,0
22,,,1,,,picture,6,667,1,21,anuque,0
22,,,1,,,project,6,801,1,21,ainged,0
22,,,1,,,phone,6,803,1,21,athrex,0
22,,,1,,,raw,5,501,1,21,aiced,0
22,,,1,,,month,4,660,1,21,abbs,0.000588755
21,10,3.97,1,259,966,back,6,504,1,22,aboard,0.000489
21,12,2.12,1,220,117138,black,5,428,1,22,after,0.003132404
21,25,2.86,1,155,22099,common,6,675,1,22,action,0.000712368
21,14,2.71,1,787,10940,any,6,534,1,22,access,0.0000886
21,14,2.27,1,295,262447,big,3,439,1,22,all,0.00121179
21,10,2,1,119,56231,green,5,622,1,22,again,0.00177632
21,10,4.4,1,252,5078,large,5,524,1,22,adult,0.000444168
21,11,2.74,1,109,15429,extra,6,573,1,22,amount,0.00199078
21,11,4.11,1,122,19076,former,3,543,1,22,air,0.001237259
21,24,2.46,1,342,27467,every,3,494,1,22,act,0.000772355
21,281,1.52,1,143,2682878,few,3,590,1,22,and,0.001304734
21,100,3.14,1,125,4254,kept,5,624,1,22,alive,0.002446526
21,17,3,1,196,8238,four,3,715,1,22,add,0.000303523
21,22,1.8,1,240,56208,white,7,618,1,22,against,0.000814531
21,10,3.07,1,144,25203,support,6,499,1,22,across,0.00187699
21,131,2.45,1,289,3304,whole,6,465,1,22,affair,0.000535834
21,21,3.32,1,201,7290,under,6,577,1,22,active,0.004194452
21,336,1.77,1,1743,197116,with,5,625,1,22,about,0.0000261
21,33,2.72,1,148,3941,working,6,486,1,22,abroad,0.0007179
21,153,2.31,1,1375,5780,their,7,420,1,22,absence,0.0000422
21,35,2.38,1,2048,30410,or,4,552,1,22,able,0.0000324
21,103,2.73,1,111,10437,offer,6,466,1,22,advice,0.001386001
21,35,3.08,1,750,15891,our,7,599,1,22,account,0.000336821
21,43,2.59,1,138,1600,red,5,488,1,22,alert,0.001453488
21,10,3.48,1,103,1637,natural,6,630,1,22,allies,0.015857492
21,59,2.86,1,102,21857,modern,3,536,1,22,age,0.000758725
21,11,2.73,1,16,10437,cab,6,607,1,22,advice,0.01616031
21,24,2.86,1,3,21857,bygone,3,445,1,22,age,0.155339806
21,40,3.32,1,12,7290,chronic,6,664,1,22,active,0.006462985
21,10,3.33,1,2,25748,airspace,5,743,1,22,above,0.117647059
21,16,4.11,1,2,19076,ambient,3,466,1,22,air,0.0778
21,13,1.77,1,1,197116,brag,5,439,1,22,about,0.351351351
21,13,3.97,1,26,966,climb,6,727,1,22,aboard,0.004906334
21,10,2.74,1,8,15429,finite,6,699,1,22,amount,0.025316456
21,21,1.57,1,29,1159,lake,6,726,1,22,accord,0.010085729
21,10,2.59,1,19,1600,flood,5,716,1,22,alert,0.022222222
21,68,1.8,1,1,56208,grudge,7,605,1,22,against,0.352331606
21,10,3.08,1,9,15891,graphic,7,671,1,22,account,0.018656716
21,51,3.48,1,2,1637,wartime,6,633,1,22,allies,0.048710602
21,17,2,1,7,56231,surfaced,5,446,1,22,again,0.038674033
21,26,2.46,1,3,27467,wrongful,3,480,1,22,act,0.07804878
21,10,2.72,1,11,3941,shipped,6,440,1,22,abroad,0.022099448
21,19,2.71,1,6,10940,wheelchair,6,720,1,22,access,0.017160686
21,12,4.4,1,15,5078,mature,5,512,1,22,adult,0.006774362
21,28,2.38,1,19,30410,scarcely,4,706,1,22,able,0.007159905
21,37,3,1,19,8238,pan,3,518,1,22,add,0.085470085
21,13,1.45,1,21,2220,purely,8,733,1,22,abstract,0.004290172
21,35,2.86,1,4,22099,reflex,6,624,1,22,action,0.046321526
21,22,2.71,1,7,3597,racial,5,450,1,22,abuse,0.01875
21,11,2.45,1,16,3304,recruit,6,613,1,22,affair,0.041797283
21,10,2.12,1,1,117138,seeker,5,507,1,22,after,0.126582278
21,0,3.07,1,0,25203,assemblage,6,503,1,22,across,0
21,0,3.33,1,0,25748,dissemble,5,675,1,22,above,0
21,0,3.97,1,0,966,comely,6,460,1,22,aboard,0
21,0,1.77,1,0,197116,acronym,5,707,1,22,about,0
21,0,1.52,1,0,2682878,drubs,3,685,1,22,and,0
21,0,2.74,1,0,15429,chevron,6,422,1,22,amount,0
21,0,4.11,1,0,19076,exclaim,3,602,1,22,air,0
21,0,2.86,1,0,21857,jink,3,546,1,22,age,0
21,0,2,1,0,56231,hoary,5,463,1,22,again,0
21,0,2.12,1,0,117138,trellis,5,533,1,22,after,0
21,0,2.86,1,0,22099,xylophone,6,667,1,22,action,0
21,0,3.32,1,0,7290,wicket,6,713,1,22,active,0
21,0,2.71,1,0,10940,taxes,6,714,1,22,access,0
21,0,2.27,1,0,262447,warren,3,470,1,22,all,0
21,0,2.71,1,0,3597,opulent,5,428,1,22,abuse,0
21,0,4.4,1,0,5078,saccade,5,613,1,22,adult,0
21,0,2.31,1,0,5780,ribbed,7,608,1,22,absence,0
21,0,1.57,1,0,1159,nemesis,6,684,1,22,accord,0
21,0,3.08,1,0,15891,oaf,7,609,1,22,account,0
21,,,1,,,answer,4,493,1,22,aggs,0
21,,,1,,,clearly,6,838,1,22,awcked,0
21,,,1,,,bag,5,600,1,22,ampts,0
21,,,1,,,coding,4,664,1,22,ance,0
21,,,1,,,city,5,602,1,22,awtch,0
21,,,1,,,course,7,854,1,22,aughthe,0
21,,,1,,,bed,8,571,1,22,aughntch,0
21,,,1,,,advance,6,512,1,22,ashluk,0
21,,,1,,,art,5,580,1,22,ainde,0
21,,,1,,,comes,4,599,1,22,alve,0
21,,,1,,,despite,4,543,1,22,ards,0
21,,,1,,,easy,3,658,1,22,ags,0
21,,,1,,,connection,5,493,1,22,aunde,0
21,,,1,,,lion,5,654,1,22,alogg,0
21,,,1,,,excel,5,805,1,22,aifed,0
21,,,1,,,hugs,4,794,1,22,aths,0
21,,,1,,,final,5,441,1,22,ainns,0
21,,,1,,,force,6,469,1,22,aished,0
21,,,1,,,front,5,719,1,22,apths,0
21,,,1,,,form,6,669,1,22,arnths,0
21,,,1,,,knight,5,787,1,22,alide,0
21,,,1,,,laminate,5,745,1,22,alemn,0
21,,,1,,,involved,5,674,1,22,arned,0
21,,,1,,,lead,5,599,1,22,aized,0
21,,,1,,,field,5,689,1,22,apsed,0
21,,,1,,,letter,5,792,1,22,ardge,0
21,,,1,,,fire,5,614,1,22,aifes,0
21,,,1,,,forward,6,593,1,22,arthed,0
21,,,1,,,group,4,734,1,22,aizo,0
21,,,1,,,sheet,5,787,1,22,armth,0
21,,,1,,,sound,6,482,1,22,awphth,0
21,,,1,,,table,6,710,1,22,amonte,0
21,,,1,,,time,6,773,1,22,aphlar,0
21,,,1,,,socks,4,691,1,22,almn,0
21,,,1,,,works,5,824,1,22,arnde,0
21,,,1,,,yearly,4,750,1,22,aoll,0
21,,,1,,,speech,4,735,1,22,atru,0
21,,,1,,,tank,6,535,1,22,aruild,0
21,,alemn,1,,,laminate,0,744,1,22,,0.010085729
21,,,1,,,steam,5,826,1,22,amibe,0
21,,,1,,,ways,6,723,1,22,almbed,0
21,,,1,,,subject,4,551,1,22,arls,0
21,,,1,,,march,6,634,1,22,ancsed,0
21,,,1,,,saved,6,696,1,22,ashrim,0
21,,,1,,,output,5,581,1,22,anths,0
21,,,1,,,poor,5,456,1,22,aphth,0
21,,,1,,,nudge,6,725,1,22,awshed,0
21,,,1,,,market,5,822,1,22,awhus,0
21,,,1,,,recent,5,755,1,22,aived,0
21,,,1,,,manage,4,428,1,22,acth,0.016881827
21,,,1,,,please,5,462,1,22,alned,0
21,,,1,,,mug,6,799,1,22,alched,0
21,,,1,,,picture,6,763,1,22,anuque,0
21,,,1,,,project,6,506,1,22,ainged,0
21,,,1,,,phone,6,548,1,22,athrex,0
21,,,1,,,raw,5,438,1,22,aiced,0
21,,,1,,,month,4,832,1,22,abbs,0.000588755
19,10,3.97,1,259,966,back,6,596,0,23,aboard,0.000489
19,12,2.12,1,220,117138,black,5,696,0,23,after,0.003132404
19,25,2.86,1,155,22099,common,6,685,0,23,action,0.000712368
19,14,2.71,1,787,10940,any,6,442,0,23,access,0.0000886
19,14,2.27,1,295,262447,big,3,620,0,23,all,0.00121179
19,10,2,1,119,56231,green,5,722,0,23,again,0.00177632
19,10,4.4,1,252,5078,large,5,507,0,23,adult,0.000444168
19,11,2.74,1,109,15429,extra,6,453,0,23,amount,0.00199078
19,11,4.11,1,122,19076,former,3,645,0,23,air,0.001237259
19,24,2.46,1,342,27467,every,3,446,0,23,act,0.000772355
19,281,1.52,1,143,2682878,few,3,504,0,23,and,0.001304734
19,100,3.14,1,125,4254,kept,5,597,0,23,alive,0.002446526
19,17,3,1,196,8238,four,3,528,0,23,add,0.000303523
19,22,1.8,1,240,56208,white,7,535,0,23,against,0.000814531
19,10,3.07,1,144,25203,support,6,700,0,23,across,0.00187699
19,131,2.45,1,289,3304,whole,6,649,0,23,affair,0.000535834
19,21,3.32,1,201,7290,under,6,620,0,23,active,0.004194452
19,336,1.77,1,1743,197116,with,5,589,0,23,about,0.0000261
19,33,2.72,1,148,3941,working,6,422,0,23,abroad,0.0007179
19,13,2.71,1,597,3597,who,5,657,0,23,abuse,0.000174
19,153,2.31,1,1375,5780,their,7,604,0,23,absence,0.0000422
19,35,2.38,1,2048,30410,or,4,533,0,23,able,0.0000324
19,103,2.73,1,111,10437,offer,6,695,0,23,advice,0.001386001
19,35,3.08,1,750,15891,our,7,434,0,23,account,0.000336821
19,43,2.59,1,138,1600,red,5,453,0,23,alert,0.001453488
19,10,3.48,1,103,1637,natural,6,637,0,23,allies,0.015857492
19,59,2.86,1,102,21857,modern,3,701,0,23,age,0.000758725
19,11,2.73,1,16,10437,cab,6,619,0,23,advice,0.01616031
19,24,2.86,1,3,21857,bygone,3,646,0,23,age,0.155339806
19,40,3.32,1,12,7290,chronic,6,703,0,23,active,0.006462985
19,10,3.33,1,2,25748,airspace,5,596,0,23,above,0.117647059
19,16,4.11,1,2,19076,ambient,3,586,0,23,air,0.0778
19,13,1.77,1,1,197116,brag,5,633,0,23,about,0.351351351
19,13,3.97,1,26,966,climb,6,653,0,23,aboard,0.004906334
19,10,2.74,1,8,15429,finite,6,459,0,23,amount,0.025316456
19,21,1.57,1,29,1159,lake,6,708,0,23,accord,0.010085729
19,10,2.59,1,19,1600,flood,5,474,0,23,alert,0.022222222
19,68,1.8,1,1,56208,grudge,7,495,0,23,against,0.352331606
19,10,3.08,1,9,15891,graphic,7,648,0,23,account,0.018656716
19,51,3.48,1,2,1637,wartime,6,457,0,23,allies,0.048710602
19,17,2,1,7,56231,surfaced,5,498,0,23,again,0.038674033
19,10,2.72,1,11,3941,shipped,6,646,0,23,abroad,0.022099448
19,19,2.71,1,6,10940,wheelchair,6,583,0,23,access,0.017160686
19,12,4.4,1,15,5078,mature,5,710,0,23,adult,0.006774362
19,28,2.38,1,19,30410,scarcely,4,530,0,23,able,0.007159905
19,37,3,1,19,8238,pan,3,629,0,23,add,0.085470085
19,13,1.45,1,21,2220,purely,8,681,0,23,abstract,0.004290172
19,35,2.86,1,4,22099,reflex,6,671,0,23,action,0.046321526
19,22,2.71,1,7,3597,racial,5,606,0,23,abuse,0.01875
19,11,2.45,1,16,3304,recruit,6,705,0,23,affair,0.041797283
19,10,2.12,1,1,117138,seeker,5,499,0,23,after,0.126582278
19,0,3.07,1,0,25203,assemblage,6,628,0,23,across,0
19,0,3.33,1,0,25748,dissemble,5,511,0,23,above,0
19,0,3.97,1,0,966,comely,6,422,0,23,aboard,0
19,0,1.77,1,0,197116,acronym,5,471,0,23,about,0
19,0,1.52,1,0,2682878,drubs,3,605,0,23,and,0
19,0,2.74,1,0,15429,chevron,6,521,0,23,amount,0
19,0,4.11,1,0,19076,exclaim,3,655,0,23,air,0
19,0,3.48,1,0,1637,helix,6,522,0,23,allies,0
19,0,2.86,1,0,21857,jink,3,566,0,23,age,0
19,0,2,1,0,56231,hoary,5,620,0,23,again,0
19,0,2.12,1,0,117138,trellis,5,419,0,23,after,0
19,0,2.86,1,0,22099,xylophone,6,481,0,23,action,0
19,0,3.32,1,0,7290,wicket,6,518,0,23,active,0
19,0,2.71,1,0,10940,taxes,6,584,0,23,access,0
